"Landmark","Arm","Taxon","MeanRecoveryContribution","SE","n"
"Later post-index","Control","258ds10 (order)",2.49436944825884e-07,3.83935930281707e-07,10
"Later post-index","Control","32-20 (order)",2.49436944825884e-07,3.83935930281707e-07,10
"Later post-index","Control","A17 (genus)",1.24718472412942e-07,1.91967965140853e-07,10
"Later post-index","Control","A4b (family)",6.2359236206471e-07,9.59839825704267e-07,10
"Later post-index","Control","Abiotrophia (genus)",1.24718472412942e-07,1.91967965140853e-07,10
"Later post-index","Control","Acetobacter (genus)",1.24718472412942e-07,1.91967965140853e-07,10
"Later post-index","Control","Acetobacteraceae (family)",3.74155417238826e-07,5.7590389542256e-07,10
"Later post-index","Control","Acholeplasma (genus)",2.49436944825884e-07,3.83935930281707e-07,10
"Later post-index","Control","Achromobacter (genus)",4.02452413775824e-05,3.55715009162872e-05,10
"Later post-index","Control","Acidaminococcus (genus)",1.24718472412942e-07,1.91967965140853e-07,10
"Later post-index","Control","Acidimicrobiales (order)",2.49436944825884e-07,3.83935930281707e-07,10
"Later post-index","Control","Acidobacteriaceae (family)",1.24718472412942e-07,1.91967965140853e-07,10
"Later post-index","Control","Acinetobacter (genus)",1.24718472412942e-06,1.91967965140853e-06,10
"Later post-index","Control","Actinobacillus (genus)",1.24718472412942e-07,1.91967965140853e-07,10
"Later post-index","Control","Actinobaculum (genus)",2.49436944825884e-07,3.83935930281707e-07,10
"Later post-index","Control","Actinomyces (genus)",0.0170988104996112,0.0105611248881695,10
"Later post-index","Control","Actinomycetaceae (family)",8.71733117513946e-05,0.000138648878075647,10
"Later post-index","Control","Actinomycetales (order)",1.12246625171648e-06,1.72771168626768e-06,10
"Later post-index","Control","Actinopolysporaceae (family)",1.24718472412942e-07,1.91967965140853e-07,10
"Later post-index","Control","Adlercreutzia (genus)",-0.000568234766264763,0.000567845702814804,10
"Later post-index","Control","Aerococcaceae (family)",3.73145174472427e-05,3.5940444346855e-05,10
"Later post-index","Control","Aerococcus (genus)",6.2359236206471e-07,9.59839825704267e-07,10
"Later post-index","Control","Aeromicrobium (genus)",1.4277227004402e-06,9.80013771332047e-07,10
"Later post-index","Control","Aeromonadaceae (family)",1.24718472412942e-07,1.91967965140853e-07,10
"Later post-index","Control","Afifella (genus)",1.24718472412942e-07,1.91967965140853e-07,10
"Later post-index","Control","Aggregatibacter (genus)",4.98873889651768e-07,7.67871860563414e-07,10
"Later post-index","Control","Agrobacterium (genus)",1.03566849907949e-06,9.36413647283911e-07,10
"Later post-index","Control","Agromyces (genus)",1.24718472412942e-07,1.91967965140853e-07,10
"Later post-index","Control","Akkermansia (genus)",-0.0410952923812777,0.0230602425917454,10
"Later post-index","Control","Alcaligenaceae (family)",1.24718472412942e-07,1.91967965140853e-07,10
"Later post-index","Control","Alicyclobacillus (genus)",1.24718472412942e-07,1.91967965140853e-07,10
"Later post-index","Control","Allobaculum (genus)",0.00526733719217366,0.00491307210435895,10
"Later post-index","Control","Alloiococcus (genus)",1.24718472412942e-07,1.91967965140853e-07,10
"Later post-index","Control","Alphaproteobacteria (class)",9.87042504657369e-05,9.8391356776896e-05,10
"Later post-index","Control","Anaerobacillus (genus)",-1.00779774865028e-05,9.24925917728787e-06,10
"Later post-index","Control","Anaerobrancaceae (family)",1.24718472412942e-07,1.91967965140853e-07,10
"Later post-index","Control","Anaerococcus (genus)",-0.000148134362108887,0.000105995030505369,10
"Later post-index","Control","Anaerofilum (genus)",1.24718472412942e-07,1.91967965140853e-07,10
"Later post-index","Control","Anaeroplasma (genus)",4.09522867739091e-05,5.81626987664607e-05,10
"Later post-index","Control","Anaerostipes (genus)",0.00240175528917206,0.00240514876573452,10
"Later post-index","Control","Anaerotruncus (genus)",-9.53101371193149e-05,5.20849750748555e-05,10
"Later post-index","Control","Anoxybacillus (genus)",3.74155417238826e-07,5.7590389542256e-07,10
"Later post-index","Control","Aquicella (genus)",2.49436944825884e-07,3.83935930281707e-07,10
"Later post-index","Control","Arcanobacterium (genus)",3.37456860648216e-05,3.23053981731054e-05,10
"Later post-index","Control","Arctic97B-4 (order)",1.24718472412942e-07,1.91967965140853e-07,10
"Later post-index","Control","Arthrobacter (genus)",3.57544744448641e-05,3.57854811958537e-05,10
"Later post-index","Control","Atopobium (genus)",0.00431607364836925,0.00410087819861052,10
"Later post-index","Control","Azorhizobium (genus)",1.24718472412942e-07,1.91967965140853e-07,10
"Later post-index","Control","Azospira (genus)",1.24718472412942e-07,1.91967965140853e-07,10
"Later post-index","Control","BD7-3 (order)",2.49436944825884e-07,3.83935930281707e-07,10
"Later post-index","Control","BF311 (genus)",1.24718472412942e-07,1.91967965140853e-07,10
"Later post-index","Control","Bacillaceae (family)",4.98873889651768e-07,7.67871860563414e-07,10
"Later post-index","Control","Bacillales (order)",0.000456393276614592,0.000319626581475872,10
"Later post-index","Control","Bacilli (class)",7.48310834477652e-07,1.15180779084512e-06,10
"Later post-index","Control","Bacillus (genus)",-0.000466271447090696,0.000581301732577949,10
"Later post-index","Control","Bacteria (kingdom)",4.98873889651768e-07,7.67871860563414e-07,10
"Later post-index","Control","Bacteroidales (order)",5.31401728089546e-06,6.61345381905224e-06,10
"Later post-index","Control","Bacteroides (genus)",-0.0183549365923469,0.0195494551575842,10
"Later post-index","Control","Balneimonas (genus)",1.24718472412942e-07,1.91967965140853e-07,10
"Later post-index","Control","Beijerinckiaceae (family)",3.74155417238826e-07,5.7590389542256e-07,10
"Later post-index","Control","Betaproteobacteria (class)",4.98873889651768e-07,7.67871860563414e-07,10
"Later post-index","Control","Bifidobacteriaceae (family)",0.026484079909154,0.0258271230904146,10
"Later post-index","Control","Bifidobacterium (genus)",-0.0531084422912626,0.0309166266778133,10
"Later post-index","Control","Bilophila (genus)",7.2875823802568e-05,5.6994889897097e-05,10
"Later post-index","Control","Blattabacteriaceae (family)",2.49436944825884e-07,3.83935930281707e-07,10
"Later post-index","Control","Blautia (genus)",-0.0415618356283756,0.0403050763943124,10
"Later post-index","Control","Bosea (genus)",3.04738241935639e-06,2.73393987879473e-06,10
"Later post-index","Control","Bradyrhizobiaceae (family)",0.000183023531389418,0.000149127356097348,10
"Later post-index","Control","Bradyrhizobium (genus)",0.000227219553230113,0.000199121676334697,10
"Later post-index","Control","Brevibacillus (genus)",8.73029306890594e-07,1.34377575598597e-06,10
"Later post-index","Control","Brevibacteriaceae (family)",1.24718472412942e-07,1.91967965140853e-07,10
"Later post-index","Control","Brevibacterium (genus)",7.48310834477652e-07,1.15180779084512e-06,10
"Later post-index","Control","Brochothrix (genus)",1.24718472412942e-07,1.91967965140853e-07,10
"Later post-index","Control","Bulleidia (genus)",-6.38761251499971e-07,1.86465500151525e-06,10
"Later post-index","Control","Burkholderia (genus)",0.000354430221028463,0.000354193872892087,10
"Later post-index","Control","Butyricimonas (genus)",3.82347444289749e-06,3.27247890085984e-06,10
"Later post-index","Control","Butyrivibrio (genus)",1.24718472412942e-07,1.91967965140853e-07,10
"Later post-index","Control","CAB-I (order)",1.24718472412942e-07,1.91967965140853e-07,10
"Later post-index","Control","CF231 (genus)",1.24718472412942e-07,1.91967965140853e-07,10
"Later post-index","Control","CFB-26 (order)",1.24718472412942e-07,1.91967965140853e-07,10
"Later post-index","Control","CW040 (order)",1.24718472412942e-07,1.91967965140853e-07,10
"Later post-index","Control","Campylobacter (genus)",4.57914876869437e-06,4.09810420305596e-06,10
"Later post-index","Control","Candidatus Phytoplasma (genus)",1.24718472412942e-07,1.91967965140853e-07,10
"Later post-index","Control","Candidatus Portiera (genus)",2.49436944825884e-07,3.83935930281707e-07,10
"Later post-index","Control","Candidatus Rhodoluna (genus)",1.24718472412942e-07,1.91967965140853e-07,10
"Later post-index","Control","Candidatus Solibacter (genus)",1.24718472412942e-07,1.91967965140853e-07,10
"Later post-index","Control","Candidatus Xiphinematobacter (genus)",1.24718472412942e-07,1.91967965140853e-07,10
"Later post-index","Control","Capnocytophaga (genus)",8.73029306890594e-07,1.34377575598597e-06,10
"Later post-index","Control","Catabacteriaceae (family)",-1.13763514115174e-06,1.46520026238791e-06,10
"Later post-index","Control","Catenibacterium (genus)",2.24493250343295e-06,3.45542337253536e-06,10
"Later post-index","Control","Caulobacteraceae (family)",1.24718472412942e-07,1.91967965140853e-07,10
"Later post-index","Control","Cellulomonas (genus)",1.24718472412942e-07,1.91967965140853e-07,10
"Later post-index","Control","Cellulosimicrobium (genus)",2.49436944825884e-07,3.83935930281707e-07,10
"Later post-index","Control","Cellvibrio (genus)",1.24718472412942e-07,1.91967965140853e-07,10
"Later post-index","Control","Cenarchaeaceae (family)",1.24718472412942e-07,1.91967965140853e-07,10
"Later post-index","Control","Chitinophagaceae (family)",1.4966216689553e-06,2.30361558169024e-06,10
"Later post-index","Control","Chlamydiae (phylum)",1.24718472412942e-07,1.91967965140853e-07,10
"Later post-index","Control","Chlamydiia (class)",1.48395942946836e-06,1.37252129324309e-06,10
"Later post-index","Control","Chloroflexaceae (family)",7.44081634308093e-05,7.44232990583942e-05,10
"Later post-index","Control","Chloroflexales (order)",3.56297559724512e-05,3.56450182276475e-05,10
"Later post-index","Control","Chromatiaceae (family)",3.74155417238826e-07,5.7590389542256e-07,10
"Later post-index","Control","Chromatiales (order)",0.000110867112936657,9.78384496159052e-05,10
"Later post-index","Control","Chthoniobacter (genus)",1.91477663692741e-06,1.80011259242757e-06,10
"Later post-index","Control","Citrobacter (genus)",-0.00102385498263997,0.000485383450304605,10
"Later post-index","Control","Clavibacter (genus)",1.24718472412942e-07,1.91967965140853e-07,10
"Later post-index","Control","Cloacibacillus (genus)",1.24718472412942e-07,1.91967965140853e-07,10
"Later post-index","Control","Clostridiaceae (family)",0.00229479979957353,0.0198645447257292,10
"Later post-index","Control","Clostridiales (order)",-0.0052201253002662,0.00470804168668766,10
"Later post-index","Control","Clostridium (genus)",0.00164284411570503,0.00224373908824311,10
"Later post-index","Control","Cohnella (genus)",1.24718472412942e-07,1.91967965140853e-07,10
"Later post-index","Control","Collinsella (genus)",-0.00205973505008261,0.00212083801090912,10
"Later post-index","Control","Colwelliaceae (family)",2.49436944825884e-07,3.83935930281707e-07,10
"Later post-index","Control","Comamonadaceae (family)",9.97747779303536e-07,1.53574372112683e-06,10
"Later post-index","Control","Conexibacteraceae (family)",3.56297559724512e-05,3.56450182276475e-05,10
"Later post-index","Control","Coprobacillus (genus)",-0.000113929533889952,0.000207146085177135,10
"Later post-index","Control","Coprococcus (genus)",3.00981067767386e-05,0.000368112158458479,10
"Later post-index","Control","Coriobacteriaceae (family)",0.00146074941454101,0.00138025162666487,10
"Later post-index","Control","Corynebacterium (genus)",0.00149925129902876,0.000911234542750509,10
"Later post-index","Control","Coxiella (genus)",1.24718472412942e-07,1.91967965140853e-07,10
"Later post-index","Control","Cryocola (genus)",1.24718472412942e-07,1.91967965140853e-07,10
"Later post-index","Control","Cryomorphaceae (family)",2.49436944825884e-07,3.83935930281707e-07,10
"Later post-index","Control","Cupriavidus (genus)",8.12730250316365e-06,5.73340386942285e-06,10
"Later post-index","Control","Curtobacterium (genus)",4.16841108970279e-07,4.18676267075236e-07,10
"Later post-index","Control","Cytophagaceae (family)",-1.0129166687388e-06,1.53908684823963e-06,10
"Later post-index","Control","DA101 (genus)",1.24718472412942e-07,1.91967965140853e-07,10
"Later post-index","Control","DHVE3 (order)",-3.78265246052569e-05,3.79278193915423e-05,10
"Later post-index","Control","Dehalococcoidaceae (family)",3.74155417238826e-07,5.7590389542256e-07,10
"Later post-index","Control","Deinococcus (genus)",0.00030553151003624,0.000247725322619092,10
"Later post-index","Control","Deltaproteobacteria (class)",2.64434640096078e-06,2.2173895672134e-06,10
"Later post-index","Control","Demequina (genus)",1.24718472412942e-07,1.91967965140853e-07,10
"Later post-index","Control","Dermabacter (genus)",2.49436944825884e-07,3.83935930281707e-07,10
"Later post-index","Control","Dermabacteraceae (family)",1.24718472412942e-07,1.91967965140853e-07,10
"Later post-index","Control","Dermacoccus (genus)",2.49436944825884e-07,3.83935930281707e-07,10
"Later post-index","Control","Desulfarculus (genus)",1.24718472412942e-07,1.91967965140853e-07,10
"Later post-index","Control","Desulfobacca (genus)",1.24718472412942e-07,1.91967965140853e-07,10
"Later post-index","Control","Desulfobacteraceae (family)",3.74155417238826e-07,5.7590389542256e-07,10
"Later post-index","Control","Desulfobulbaceae (family)",0.000162449237179916,0.000115034713334194,10
"Later post-index","Control","Desulfococcus (genus)",8.65570647855104e-05,6.091798211958e-05,10
"Later post-index","Control","Desulfomonile (genus)",1.24718472412942e-07,1.91967965140853e-07,10
"Later post-index","Control","Desulfosporomusa (genus)",1.24718472412942e-07,1.91967965140853e-07,10
"Later post-index","Control","Desulfovibrio (genus)",3.22643184040617e-06,2.7051849347271e-06,10
"Later post-index","Control","Desulfovibrionaceae (family)",1.24718472412942e-07,1.91967965140853e-07,10
"Later post-index","Control","Devosia (genus)",1.24718472412942e-07,1.91967965140853e-07,10
"Later post-index","Control","Dialister (genus)",2.05131506250491e-06,1.08646705182615e-06,10
"Later post-index","Control","Dietzia (genus)",2.49436944825884e-07,3.83935930281707e-07,10
"Later post-index","Control","Dorea (genus)",-0.00738361452943845,0.0098961533777702,10
"Later post-index","Control","Dysgonomonas (genus)",1.24718472412942e-07,1.91967965140853e-07,10
"Later post-index","Control","EB1017 (family)",1.24718472412942e-07,1.91967965140853e-07,10
"Later post-index","Control","Eggerthella (genus)",-0.00327241212795687,0.00350556726571784,10
"Later post-index","Control","Eikenella (genus)",3.57544744448641e-05,3.57854811958537e-05,10
"Later post-index","Control","Ellin515 (family)",1.24718472412942e-07,1.91967965140853e-07,10
"Later post-index","Control","Ellin6529 (class)",2.49436944825884e-07,3.83935930281707e-07,10
"Later post-index","Control","Endozoicimonaceae (family)",1.24718472412942e-07,1.91967965140853e-07,10
"Later post-index","Control","Enterobacter (genus)",3.74155417238826e-07,5.7590389542256e-07,10
"Later post-index","Control","Enterobacteriaceae (family)",-0.0232980725944584,0.0855282173996018,10
"Later post-index","Control","Enterococcus (genus)",0.000101517944302978,8.40034412342643e-05,10
"Later post-index","Control","Epulopiscium (genus)",-8.50918850803283e-05,8.7074266446515e-05,10
"Later post-index","Control","Erwinia (genus)",-4.83318860176508e-05,4.85547583244719e-05,10
"Later post-index","Control","Erysipelothrix (genus)",2.49436944825884e-07,3.83935930281707e-07,10
"Later post-index","Control","Erysipelotrichaceae (family)",2.43603844882436e-06,2.4868447034726e-06,10
"Later post-index","Control","Erythrobacteraceae (family)",1.24718472412942e-07,1.91967965140853e-07,10
"Later post-index","Control","Exiguobacteraceae (family)",1.24718472412942e-07,1.91967965140853e-07,10
"Later post-index","Control","Exiguobacterium (genus)",1.85811484670718e-06,1.56040740170501e-06,10
"Later post-index","Control","F16 (family)",1.24718472412942e-07,1.91967965140853e-07,10
"Later post-index","Control","Facklamia (genus)",4.98873889651768e-07,7.67871860563414e-07,10
"Later post-index","Control","Faecalibacterium (genus)",0.0112420931589904,0.0114000491244623,10
"Later post-index","Control","Filifactor (genus)",1.24718472412942e-07,1.91967965140853e-07,10
"Later post-index","Control","Finegoldia (genus)",-4.05201459157997e-06,7.51509685971701e-06,10
"Later post-index","Control","Firmicutes (phylum)",0.000738412471703504,0.000658957212921662,10
"Later post-index","Control","Flammeovirgaceae (family)",1.31357219710788e-06,1.10135424329933e-06,10
"Later post-index","Control","Flavobacteriaceae (family)",1.24718472412942e-07,1.91967965140853e-07,10
"Later post-index","Control","Flavobacteriales (order)",1.24718472412942e-07,1.91967965140853e-07,10
"Later post-index","Control","Flavobacterium (genus)",2.74380639308472e-06,4.22329523309877e-06,10
"Later post-index","Control","Flectobacillus (genus)",1.24718472412942e-07,1.91967965140853e-07,10
"Later post-index","Control","Francisellaceae (family)",1.24718472412942e-07,1.91967965140853e-07,10
"Later post-index","Control","Friedmanniella (genus)",4.98873889651768e-07,7.67871860563414e-07,10
"Later post-index","Control","Fructobacillus (genus)",6.99265317125209e-05,5.17182097436737e-05,10
"Later post-index","Control","Fusobacteriaceae (family)",0.00166120566171042,0.00142428479431511,10
"Later post-index","Control","Fusobacteriales (order)",1.31357219710788e-06,1.10135424329933e-06,10
"Later post-index","Control","Fusobacterium (genus)",0.00140512760383658,0.00137905071311194,10
"Later post-index","Control","GCA004 (order)",1.24718472412942e-07,1.91967965140853e-07,10
"Later post-index","Control","GMD14H09 (order)",2.49436944825884e-07,3.83935930281707e-07,10
"Later post-index","Control","GW-22 (order)",1.24718472412942e-07,1.91967965140853e-07,10
"Later post-index","Control","Gallionella (genus)",1.24718472412942e-07,1.91967965140853e-07,10
"Later post-index","Control","Gammaproteobacteria (class)",2.10755179153307e-06,1.78066259997762e-06,10
"Later post-index","Control","Gardnerella (genus)",2.49436944825884e-07,3.83935930281707e-07,10
"Later post-index","Control","Gemella (genus)",-3.82094242425794e-05,0.000120969237411784,10
"Later post-index","Control","Gemellaceae (family)",3.29487669370482e-05,2.07963725084858e-05,10
"Later post-index","Control","Gemellales (order)",2.49436944825884e-07,3.83935930281707e-07,10
"Later post-index","Control","Gemmata (genus)",3.37189142121457e-06,3.14555182086498e-06,10
"Later post-index","Control","Gemmataceae (family)",1.84466774349484e-05,1.78478594800193e-05,10
"Later post-index","Control","Gemmatimonadetes (class)",1.24718472412942e-07,1.91967965140853e-07,10
"Later post-index","Control","Geobacillus (genus)",1.24718472412942e-07,1.91967965140853e-07,10
"Later post-index","Control","Geobacter (genus)",0.00108211806127567,0.00106190630064464,10
"Later post-index","Control","Geobacteraceae (family)",8.24561545949126e-05,8.20833871804328e-05,10
"Later post-index","Control","Gluconacetobacter (genus)",6.6151308184066e-07,5.69889349187122e-07,10
"Later post-index","Control","Glycomyces (genus)",1.24718472412942e-07,1.91967965140853e-07,10
"Later post-index","Control","Gordonia (genus)",1.6086779018813e-06,1.4120187041095e-06,10
"Later post-index","Control","Granulicatella (genus)",2.49436944825884e-07,3.83935930281707e-07,10
"Later post-index","Control","HOC36 (order)",1.24718472412942e-07,1.91967965140853e-07,10
"Later post-index","Control","HTCC2207 (genus)",1.24718472412942e-07,1.91967965140853e-07,10
"Later post-index","Control","Haemophilus (genus)",-1.55143924339646e-06,2.28939635275076e-06,10
"Later post-index","Control","Helcococcus (genus)",1.24718472412942e-07,1.91967965140853e-07,10
"Later post-index","Control","Helicobacter (genus)",1.24718472412942e-07,1.91967965140853e-07,10
"Later post-index","Control","Hirschia (genus)",1.24718472412942e-07,1.91967965140853e-07,10
"Later post-index","Control","Holdemania (genus)",-0.00149325464327324,0.00149811758464882,10
"Later post-index","Control","Hymenobacter (genus)",3.74155417238826e-07,5.7590389542256e-07,10
"Later post-index","Control","Hyphomicrobiaceae (family)",4.28190490399886e-06,4.05028454835896e-06,10
"Later post-index","Control","Hyphomonadaceae (family)",9.98165060951949e-06,9.11255847858995e-06,10
"Later post-index","Control","JG30-KF-CM45 (order)",1.064135252282e-06,9.5862379551637e-07,10
"Later post-index","Control","JTB36 (family)",3.74155417238826e-07,5.7590389542256e-07,10
"Later post-index","Control","Janthinobacterium (genus)",1.24718472412942e-07,1.91967965140853e-07,10
"Later post-index","Control","Jeotgalicoccus (genus)",1.24718472412942e-07,1.91967965140853e-07,10
"Later post-index","Control","Kingella (genus)",1.24718472412942e-07,1.91967965140853e-07,10
"Later post-index","Control","Klebsiella (genus)",1.62134014136825e-06,2.49558354683109e-06,10
"Later post-index","Control","Kocuria (genus)",7.08310023901005e-06,5.60274015854043e-06,10
"Later post-index","Control","Koribacteraceae (family)",6.2359236206471e-07,9.59839825704267e-07,10
"Later post-index","Control","LD1-PB3 (order)",1.24718472412942e-07,1.91967965140853e-07,10
"Later post-index","Control","Lachnobacterium (genus)",3.74155417238826e-07,5.7590389542256e-07,10
"Later post-index","Control","Lachnospira (genus)",8.57860417455334e-07,3.81350809661393e-06,10
"Later post-index","Control","Lachnospiraceae (family)",-0.0429114327932759,0.0385053124991175,10
"Later post-index","Control","Lactobacillaceae (family)",3.74155417238826e-07,5.7590389542256e-07,10
"Later post-index","Control","Lactobacillales (order)",0.001074322968321,0.000817682271031109,10
"Later post-index","Control","Lactobacillus (genus)",0.0428577462828623,0.0813269022509133,10
"Later post-index","Control","Lactococcus (genus)",0.0844104608396172,0.0415175367088278,10
"Later post-index","Control","Lautropia (genus)",2.49436944825884e-07,3.83935930281707e-07,10
"Later post-index","Control","Legionella (genus)",0.000256551483519303,0.000246848207455454,10
"Later post-index","Control","Legionellaceae (family)",7.54423410400567e-05,7.29303306833212e-05,10
"Later post-index","Control","Legionellales (order)",1.24718472412942e-07,1.91967965140853e-07,10
"Later post-index","Control","Lentzea (genus)",1.24718472412942e-07,1.91967965140853e-07,10
"Later post-index","Control","Leptotrichia (genus)",7.28808520862706e-05,7.31327965419913e-05,10
"Later post-index","Control","Leucobacter (genus)",2.49436944825884e-07,3.83935930281707e-07,10
"Later post-index","Control","Leuconostoc (genus)",0.0010133698674478,0.000733599857093188,10
"Later post-index","Control","Leuconostocaceae (family)",0.000148709708177116,5.30058543119957e-05,10
"Later post-index","Control","Leucothrix (genus)",1.24718472412942e-07,1.91967965140853e-07,10
"Later post-index","Control","Limnohabitans (genus)",2.83644677668295e-06,2.58830676487857e-06,10
"Later post-index","Control","Listeriaceae (family)",0.00899562432565284,0.0517738274467621,10
"Later post-index","Control","Luteimonas (genus)",1.24718472412942e-07,1.91967965140853e-07,10
"Later post-index","Control","Luteolibacter (genus)",3.74155417238826e-07,5.7590389542256e-07,10
"Later post-index","Control","Lysinibacillus (genus)",-0.00129532784538405,0.00129824464260685,10
"Later post-index","Control","MIZ46 (order)",1.74605861378119e-06,2.68755151197195e-06,10
"Later post-index","Control","MKC10 (order)",1.24718472412942e-07,1.91967965140853e-07,10
"Later post-index","Control","Macrococcus (genus)",7.48310834477652e-07,1.15180779084512e-06,10
"Later post-index","Control","Megamonas (genus)",-1.13763514115174e-06,1.46520026238791e-06,10
"Later post-index","Control","Megasphaera (genus)",0.000219903129477954,0.000149931357309765,10
"Later post-index","Control","Methanobrevibacter (genus)",4.45698699079089e-06,2.75727507592727e-06,10
"Later post-index","Control","Methylacidiphilales (order)",1.24718472412942e-07,1.91967965140853e-07,10
"Later post-index","Control","Methylibium (genus)",-0.000254811504371793,0.00127649014771638,10
"Later post-index","Control","Methylobacillus (genus)",1.24718472412942e-07,1.91967965140853e-07,10
"Later post-index","Control","Methylobacteriaceae (family)",9.10950026666544e-07,7.86851258734058e-07,10
"Later post-index","Control","Methylobacterium (genus)",4.69797663044953e-06,3.96934466322968e-06,10
"Later post-index","Control","Methylococcales (order)",2.49436944825884e-07,3.83935930281707e-07,10
"Later post-index","Control","Microbacteriaceae (family)",3.37800635806617e-06,2.6820901581417e-06,10
"Later post-index","Control","Microbacterium (genus)",0.000741575365202745,0.000730657901889498,10
"Later post-index","Control","Micrococcaceae (family)",0.000303939746942778,0.00028886212401247,10
"Later post-index","Control","Micrococcales (order)",1.24718472412942e-07,1.91967965140853e-07,10
"Later post-index","Control","Micrococcus (genus)",7.86231554253602e-07,6.59623140288322e-07,10
"Later post-index","Control","Micromonosporaceae (family)",1.24718472412942e-07,1.91967965140853e-07,10
"Later post-index","Control","Mitsuokella (genus)",3.74155417238826e-07,5.7590389542256e-07,10
"Later post-index","Control","Mobiluncus (genus)",1.24718472412942e-07,1.91967965140853e-07,10
"Later post-index","Control","Modestobacter (genus)",1.24718472412942e-07,1.91967965140853e-07,10
"Later post-index","Control","Mogibacterium (genus)",1.04545557366071e-05,5.86447073106474e-06,10
"Later post-index","Control","Mollicutes (class)",1.24718472412942e-07,1.91967965140853e-07,10
"Later post-index","Control","Morganella (genus)",2.49436944825884e-07,3.83935930281707e-07,10
"Later post-index","Control","Moryella (genus)",3.5847576111606e-06,2.91347723670953e-06,10
"Later post-index","Control","Mucispirillum (genus)",9.83300950484981e-05,9.82513420180036e-05,10
"Later post-index","Control","Mycobacterium (genus)",0.000987238839799288,0.000968204539250305,10
"Later post-index","Control","Mycoplasma (genus)",0.000149428740370843,0.000149192998970513,10
"Later post-index","Control","Myroides (genus)",1.24718472412942e-07,1.91967965140853e-07,10
"Later post-index","Control","Myxococcales (order)",1.12246625171648e-06,1.72771168626768e-06,10
"Later post-index","Control","N1423WL (order)",1.24718472412942e-07,1.91967965140853e-07,10
"Later post-index","Control","Negativicoccus (genus)",2.49436944825884e-07,3.83935930281707e-07,10
"Later post-index","Control","Neisseria (genus)",5.50451166661441e-05,5.50757842695265e-05,10
"Later post-index","Control","Neisseriaceae (family)",2.49436944825884e-07,3.83935930281707e-07,10
"Later post-index","Control","Nitrobacter (genus)",1.24718472412942e-07,1.91967965140853e-07,10
"Later post-index","Control","Nitrospira (genus)",1.24718472412942e-07,1.91967965140853e-07,10
"Later post-index","Control","Nocardioidaceae (family)",7.48310834477652e-07,1.15180779084512e-06,10
"Later post-index","Control","Nocardioides (genus)",1.24718472412942e-07,1.91967965140853e-07,10
"Later post-index","Control","Nocardiopsaceae (family)",1.24718472412942e-07,1.91967965140853e-07,10
"Later post-index","Control","Novosphingobium (genus)",3.74155417238826e-07,5.7590389542256e-07,10
"Later post-index","Control","OD1 (phylum)",1.24718472412942e-07,1.91967965140853e-07,10
"Later post-index","Control","OP11 (phylum)",1.24718472412942e-07,1.91967965140853e-07,10
"Later post-index","Control","OP11-3 (class)",2.49436944825884e-07,3.83935930281707e-07,10
"Later post-index","Control","OP11-4 (class)",4.98873889651768e-07,7.67871860563414e-07,10
"Later post-index","Control","OPB11 (order)",1.24718472412942e-07,1.91967965140853e-07,10
"Later post-index","Control","Oceanospirillales (order)",1.24718472412942e-07,1.91967965140853e-07,10
"Later post-index","Control","Ochrobactrum (genus)",2.49436944825884e-07,3.83935930281707e-07,10
"Later post-index","Control","Odoribacter (genus)",4.23623614405134e-06,3.73696041753691e-06,10
"Later post-index","Control","Oribacterium (genus)",1.24718472412942e-07,1.91967965140853e-07,10
"Later post-index","Control","Oscillospira (genus)",-0.00168675993223009,0.00266968691426142,10
"Later post-index","Control","Oxalobacteraceae (family)",8.73029306890594e-07,1.34377575598597e-06,10
"Later post-index","Control","Paenibacillaceae (family)",1.24718472412942e-07,1.91967965140853e-07,10
"Later post-index","Control","Paenibacillus (genus)",4.84777198177441e-06,4.60422664233982e-06,10
"Later post-index","Control","Parabacteroides (genus)",0.000344738634006699,0.000913601339261365,10
"Later post-index","Control","Paracoccus (genus)",1.24718472412942e-07,1.91967965140853e-07,10
"Later post-index","Control","Parascardovia (genus)",0.00738228312826905,0.00425737929389071,10
"Later post-index","Control","Pasteurellaceae (family)",1.24718472412942e-07,1.91967965140853e-07,10
"Later post-index","Control","Patulibacter (genus)",1.24718472412942e-07,1.91967965140853e-07,10
"Later post-index","Control","Paucibacter (genus)",1.24718472412942e-07,1.91967965140853e-07,10
"Later post-index","Control","Pediococcus (genus)",-0.00253970754415273,0.00243783996106049,10
"Later post-index","Control","Pedobacter (genus)",3.74155417238826e-07,5.7590389542256e-07,10
"Later post-index","Control","Pelobacteraceae (family)",2.49436944825884e-07,3.83935930281707e-07,10
"Later post-index","Control","Peptococcaceae (family)",1.24718472412942e-07,1.91967965140853e-07,10
"Later post-index","Control","Peptococcus (genus)",1.24718472412942e-07,1.91967965140853e-07,10
"Later post-index","Control","Peptoniphilus (genus)",7.38530580633891e-05,7.90101395872261e-05,10
"Later post-index","Control","Peptostreptococcaceae (family)",-0.0196462184826678,0.0232794956719133,10
"Later post-index","Control","Peptostreptococcus (genus)",2.27669203518282e-06,4.30096228035871e-06,10
"Later post-index","Control","Phascolarctobacterium (genus)",3.74155417238826e-07,5.7590389542256e-07,10
"Later post-index","Control","Phenylobacterium (genus)",1.24718472412942e-07,1.91967965140853e-07,10
"Later post-index","Control","Phycicoccus (genus)",1.24718472412942e-07,1.91967965140853e-07,10
