"Transition","TransitionOrder","ParticipantID","BeforeSampleID","AfterSampleID","BeforeDay","AfterDay","Taxon","BeforeRelativeAbundance","AfterRelativeAbundance","HRICContribution","SimpsonDirectionContribution","PielouEntropyContribution"
"0020: day 5 to 12",2,"0020","12277.FMT.0020C","12277.FMT.0020D",5,12,"Propionivibrio (genus)",0,0,1.26279929292501e-08,0,0
"0020: day 5 to 12",2,"0020","12277.FMT.0020C","12277.FMT.0020D",5,12,"Proteobacteria (phylum)",0,0,2.65187851514253e-07,0,0
"0020: day 5 to 12",2,"0020","12277.FMT.0020C","12277.FMT.0020D",5,12,"Proteus (genus)",0,0,5.05119717170006e-08,0,0
"0020: day 5 to 12",2,"0020","12277.FMT.0020C","12277.FMT.0020D",5,12,"Pseudochrobactrum (genus)",0,0,1.26279929292501e-08,0,0
"0020: day 5 to 12",2,"0020","12277.FMT.0020C","12277.FMT.0020D",5,12,"Pseudoclavibacter (genus)",0,0,2.52559858585003e-08,0,0
"0020: day 5 to 12",2,"0020","12277.FMT.0020C","12277.FMT.0020D",5,12,"Pseudomonadaceae (family)",0,0,1.26279929292501e-08,0,0
"0020: day 5 to 12",2,"0020","12277.FMT.0020C","12277.FMT.0020D",5,12,"Pseudomonas (genus)",0,0,2.39931865655753e-07,0,0
"0020: day 5 to 12",2,"0020","12277.FMT.0020C","12277.FMT.0020D",5,12,"Pseudoramibacter (genus)",0,0,1.26279929292501e-08,0,0
"0020: day 5 to 12",2,"0020","12277.FMT.0020C","12277.FMT.0020D",5,12,"Psychrobacter (genus)",0,0,3.78839787877504e-08,0,0
"0020: day 5 to 12",2,"0020","12277.FMT.0020C","12277.FMT.0020D",5,12,"Psychromonadaceae (family)",0,0,1.26279929292501e-08,0,0
"0020: day 5 to 12",2,"0020","12277.FMT.0020C","12277.FMT.0020D",5,12,"R4-41B (family)",0,0,1.26279929292501e-08,0,0
"0020: day 5 to 12",2,"0020","12277.FMT.0020C","12277.FMT.0020D",5,12,"RF32 (order)",0,0,2.52559858585003e-08,0,0
"0020: day 5 to 12",2,"0020","12277.FMT.0020C","12277.FMT.0020D",5,12,"RF39 (order)",0,0,2.52559858585003e-07,0,0
"0020: day 5 to 12",2,"0020","12277.FMT.0020C","12277.FMT.0020D",5,12,"Ralstonia (genus)",0,0,2.52559858585003e-08,0,0
"0020: day 5 to 12",2,"0020","12277.FMT.0020C","12277.FMT.0020D",5,12,"Renibacterium (genus)",0,0,1.26279929292501e-08,0,0
"0020: day 5 to 12",2,"0020","12277.FMT.0020C","12277.FMT.0020D",5,12,"Rhizobiaceae (family)",0,0,2.52559858585003e-08,0,0
"0020: day 5 to 12",2,"0020","12277.FMT.0020C","12277.FMT.0020D",5,12,"Rhizobiales (order)",0,0,1.01023943434001e-07,0,0
"0020: day 5 to 12",2,"0020","12277.FMT.0020C","12277.FMT.0020D",5,12,"Rhizobium (genus)",0,0,1.26279929292501e-08,0,0
"0020: day 5 to 12",2,"0020","12277.FMT.0020C","12277.FMT.0020D",5,12,"Rhodobacter (genus)",0,0,3.78839787877504e-08,0,0
"0020: day 5 to 12",2,"0020","12277.FMT.0020C","12277.FMT.0020D",5,12,"Rhodobacteraceae (family)",0,0,2.52559858585003e-08,0,0
"0020: day 5 to 12",2,"0020","12277.FMT.0020C","12277.FMT.0020D",5,12,"Rhodococcus (genus)",0,0,8.8395950504751e-08,0,0
"0020: day 5 to 12",2,"0020","12277.FMT.0020C","12277.FMT.0020D",5,12,"Rhodocyclaceae (family)",0,0,8.8395950504751e-08,0,0
"0020: day 5 to 12",2,"0020","12277.FMT.0020C","12277.FMT.0020D",5,12,"Rhodocytophaga (genus)",0,0,1.26279929292501e-08,0,0
"0020: day 5 to 12",2,"0020","12277.FMT.0020C","12277.FMT.0020D",5,12,"Rhodoferax (genus)",0,0,1.26279929292501e-08,0,0
"0020: day 5 to 12",2,"0020","12277.FMT.0020C","12277.FMT.0020D",5,12,"Rhodoplanes (genus)",0,0,1.26279929292501e-08,0,0
"0020: day 5 to 12",2,"0020","12277.FMT.0020C","12277.FMT.0020D",5,12,"Rhodospirillaceae (family)",0,0,7.57679575755009e-08,0,0
"0020: day 5 to 12",2,"0020","12277.FMT.0020C","12277.FMT.0020D",5,12,"Rickettsiaceae (family)",0,0,1.26279929292501e-08,0,0
"0020: day 5 to 12",2,"0020","12277.FMT.0020C","12277.FMT.0020D",5,12,"Rickettsiales (order)",0,0,1.26279929292501e-08,0,0
"0020: day 5 to 12",2,"0020","12277.FMT.0020C","12277.FMT.0020D",5,12,"Rikenellaceae (family)",0,0,4.04095773736005e-07,0,0
"0020: day 5 to 12",2,"0020","12277.FMT.0020C","12277.FMT.0020D",5,12,"Roseburia (genus)",0,0,3.28327816160504e-07,0,0
"0020: day 5 to 12",2,"0020","12277.FMT.0020C","12277.FMT.0020D",5,12,"Rothia (genus)",4.96659961757183e-05,0,4.3973220853973e-05,2.46671117612646e-09,-0.000158052086784425
"0020: day 5 to 12",2,"0020","12277.FMT.0020C","12277.FMT.0020D",5,12,"Rubellimicrobium (genus)",0,0,1.26279929292501e-08,0,0
"0020: day 5 to 12",2,"0020","12277.FMT.0020C","12277.FMT.0020D",5,12,"Rubrobacter (genus)",0,0,1.26279929292501e-08,0,0
"0020: day 5 to 12",2,"0020","12277.FMT.0020C","12277.FMT.0020D",5,12,"Ruminococcaceae (family)",0,0,7.223211955531e-06,0,0
"0020: day 5 to 12",2,"0020","12277.FMT.0020C","12277.FMT.0020D",5,12,"Ruminococcus (genus)",4.96659961757183e-05,0,4.63346555317428e-05,2.46671117612646e-09,-0.000158052086784425
"0020: day 5 to 12",2,"0020","12277.FMT.0020C","12277.FMT.0020D",5,12,"Rummeliibacillus (genus)",0,0,1.26279929292501e-08,0,0
"0020: day 5 to 12",2,"0020","12277.FMT.0020C","12277.FMT.0020D",5,12,"S24-7 (family)",0,0,1.27542728585427e-06,0,0
"0020: day 5 to 12",2,"0020","12277.FMT.0020C","12277.FMT.0020D",5,12,"SHD-231 (genus)",0,0,5.05119717170006e-08,0,0
"0020: day 5 to 12",2,"0020","12277.FMT.0020C","12277.FMT.0020D",5,12,"SUP05 (family)",0,0,3.78839787877504e-08,0,0
"0020: day 5 to 12",2,"0020","12277.FMT.0020C","12277.FMT.0020D",5,12,"Saccharopolyspora (genus)",0,0,7.57679575755009e-08,0,0
"0020: day 5 to 12",2,"0020","12277.FMT.0020C","12277.FMT.0020D",5,12,"Salinibacterium (genus)",0,0,1.26279929292501e-08,0,0
"0020: day 5 to 12",2,"0020","12277.FMT.0020C","12277.FMT.0020D",5,12,"Salinicoccus (genus)",0,0,1.01023943434001e-07,0,0
"0020: day 5 to 12",2,"0020","12277.FMT.0020C","12277.FMT.0020D",5,12,"Salmonella (genus)",0,0,2.52559858585003e-08,0,0
"0020: day 5 to 12",2,"0020","12277.FMT.0020C","12277.FMT.0020D",5,12,"Sanguibacter (genus)",0,0,1.26279929292501e-08,0,0
"0020: day 5 to 12",2,"0020","12277.FMT.0020C","12277.FMT.0020D",5,12,"Sarcina (genus)",0,0,1.26279929292501e-08,0,0
"0020: day 5 to 12",2,"0020","12277.FMT.0020C","12277.FMT.0020D",5,12,"Sediment-1 (order)",0,0,1.26279929292501e-08,0,0
"0020: day 5 to 12",2,"0020","12277.FMT.0020C","12277.FMT.0020D",5,12,"Sediminibacterium (genus)",0,0,1.26279929292501e-08,0,0
"0020: day 5 to 12",2,"0020","12277.FMT.0020C","12277.FMT.0020D",5,12,"Selenomonas (genus)",0,0,8.8395950504751e-08,0,0
"0020: day 5 to 12",2,"0020","12277.FMT.0020C","12277.FMT.0020D",5,12,"Serratia (genus)",0,0,5.05119717170006e-08,0,0
"0020: day 5 to 12",2,"0020","12277.FMT.0020C","12277.FMT.0020D",5,12,"Sharpea (genus)",0,0,3.78839787877504e-08,0,0
"0020: day 5 to 12",2,"0020","12277.FMT.0020C","12277.FMT.0020D",5,12,"Shewanella (genus)",0,0,3.78839787877504e-08,0,0
"0020: day 5 to 12",2,"0020","12277.FMT.0020C","12277.FMT.0020D",5,12,"Sinobacteraceae (family)",0,0,2.52559858585003e-08,0,0
"0020: day 5 to 12",2,"0020","12277.FMT.0020C","12277.FMT.0020D",5,12,"Skermanella (genus)",0,0,1.26279929292501e-08,0,0
"0020: day 5 to 12",2,"0020","12277.FMT.0020C","12277.FMT.0020D",5,12,"Slackia (genus)",0,0,6.31399646462507e-08,0,0
"0020: day 5 to 12",2,"0020","12277.FMT.0020C","12277.FMT.0020D",5,12,"Solibacillus (genus)",0,0,1.26279929292501e-08,0,0
"0020: day 5 to 12",2,"0020","12277.FMT.0020C","12277.FMT.0020D",5,12,"Solirubrobacteraceae (family)",0,0,2.52559858585003e-08,0,0
"0020: day 5 to 12",2,"0020","12277.FMT.0020C","12277.FMT.0020D",5,12,"Solirubrobacterales (order)",0,0,1.26279929292501e-08,0,0
"0020: day 5 to 12",2,"0020","12277.FMT.0020C","12277.FMT.0020D",5,12,"Sphingobacteriaceae (family)",0,0,6.31399646462507e-08,0,0
"0020: day 5 to 12",2,"0020","12277.FMT.0020C","12277.FMT.0020D",5,12,"Sphingobacterium (genus)",0,0,1.26279929292501e-08,0,0
"0020: day 5 to 12",2,"0020","12277.FMT.0020C","12277.FMT.0020D",5,12,"Sphingomonadaceae (family)",0,0,3.78839787877504e-08,0,0
"0020: day 5 to 12",2,"0020","12277.FMT.0020C","12277.FMT.0020D",5,12,"Sphingomonadales (order)",0,0,1.26279929292501e-08,0,0
"0020: day 5 to 12",2,"0020","12277.FMT.0020C","12277.FMT.0020D",5,12,"Sphingomonas (genus)",0,0,5.05119717170006e-08,0,0
"0020: day 5 to 12",2,"0020","12277.FMT.0020C","12277.FMT.0020D",5,12,"Spirobacillales (order)",0,0,1.26279929292501e-08,0,0
"0020: day 5 to 12",2,"0020","12277.FMT.0020C","12277.FMT.0020D",5,12,"Spirochaeta (genus)",0,0,3.78839787877504e-08,0,0
"0020: day 5 to 12",2,"0020","12277.FMT.0020C","12277.FMT.0020D",5,12,"Spirochaetaceae (family)",0,0,1.26279929292501e-08,0,0
"0020: day 5 to 12",2,"0020","12277.FMT.0020C","12277.FMT.0020D",5,12,"Spirosoma (genus)",0,0,1.26279929292501e-08,0,0
"0020: day 5 to 12",2,"0020","12277.FMT.0020C","12277.FMT.0020D",5,12,"Sporanaerobacter (genus)",0,0,7.57679575755009e-08,0,0
"0020: day 5 to 12",2,"0020","12277.FMT.0020C","12277.FMT.0020D",5,12,"Sporichthyaceae (family)",0,0,2.52559858585003e-08,0,0
"0020: day 5 to 12",2,"0020","12277.FMT.0020C","12277.FMT.0020D",5,12,"Sporosarcina (genus)",0,0,5.05119717170006e-08,0,0
"0020: day 5 to 12",2,"0020","12277.FMT.0020C","12277.FMT.0020D",5,12,"Staphylococcaceae (family)",0,0,2.52559858585003e-08,0,0
"0020: day 5 to 12",2,"0020","12277.FMT.0020C","12277.FMT.0020D",5,12,"Staphylococcus (genus)",0,0,7.5767957575501e-07,0,0
"0020: day 5 to 12",2,"0020","12277.FMT.0020C","12277.FMT.0020D",5,12,"Stenotrophomonas (genus)",0,0,1.13651936363251e-07,0,0
"0020: day 5 to 12",2,"0020","12277.FMT.0020C","12277.FMT.0020D",5,12,"Stramenopiles (order)",0,0,1.26279929292501e-07,0,0
"0020: day 5 to 12",2,"0020","12277.FMT.0020C","12277.FMT.0020D",5,12,"Streptococcaceae (family)",0,0,7.57679575755009e-08,0,0
"0020: day 5 to 12",2,"0020","12277.FMT.0020C","12277.FMT.0020D",5,12,"Streptococcus (genus)",0.00350145273038814,0,0.00336353279217463,8.00016102197215e-06,-0.00711804869191832
"0020: day 5 to 12",2,"0020","12277.FMT.0020C","12277.FMT.0020D",5,12,"Streptomyces (genus)",0,0,6.31399646462507e-08,0,0
"0020: day 5 to 12",2,"0020","12277.FMT.0020C","12277.FMT.0020D",5,12,"Streptophyta (order)",0,0,2.65187851514253e-07,0,0
"0020: day 5 to 12",2,"0020","12277.FMT.0020C","12277.FMT.0020D",5,12,"Sutterella (genus)",0,0,2.52559858585003e-07,0,0
"0020: day 5 to 12",2,"0020","12277.FMT.0020C","12277.FMT.0020D",5,12,"Sva0485 (order)",0,0,1.26279929292501e-08,0,0
"0020: day 5 to 12",2,"0020","12277.FMT.0020C","12277.FMT.0020D",5,12,"Sva0725 (order)",0,0,2.52559858585003e-08,0,0
"0020: day 5 to 12",2,"0020","12277.FMT.0020C","12277.FMT.0020D",5,12,"Synergistaceae (family)",0,0,1.26279929292501e-08,0,0
"0020: day 5 to 12",2,"0020","12277.FMT.0020C","12277.FMT.0020D",5,12,"Syntrophaceae (family)",0,0,1.26279929292501e-08,0,0
"0020: day 5 to 12",2,"0020","12277.FMT.0020C","12277.FMT.0020D",5,12,"Syntrophobacteraceae (family)",0,0,5.05119717170006e-08,0,0
"0020: day 5 to 12",2,"0020","12277.FMT.0020C","12277.FMT.0020D",5,12,"TG5 (genus)",0,0,3.78839787877504e-08,0,0
"0020: day 5 to 12",2,"0020","12277.FMT.0020C","12277.FMT.0020D",5,12,"TM6 (phylum)",0,0,1.01023943434001e-07,0,0
"0020: day 5 to 12",2,"0020","12277.FMT.0020C","12277.FMT.0020D",5,12,"TM7 (phylum)",0,0,7.57679575755009e-08,0,0
"0020: day 5 to 12",2,"0020","12277.FMT.0020C","12277.FMT.0020D",5,12,"Tannerella (genus)",0,0,2.52559858585003e-08,0,0
"0020: day 5 to 12",2,"0020","12277.FMT.0020C","12277.FMT.0020D",5,12,"Tatlockia (genus)",0,0,2.52559858585003e-08,0,0
"0020: day 5 to 12",2,"0020","12277.FMT.0020C","12277.FMT.0020D",5,12,"Tenericutes (phylum)",0,0,2.52559858585003e-08,0,0
"0020: day 5 to 12",2,"0020","12277.FMT.0020C","12277.FMT.0020D",5,12,"Thauera (genus)",0,0,1.26279929292501e-08,0,0
"0020: day 5 to 12",2,"0020","12277.FMT.0020C","12277.FMT.0020D",5,12,"Thermoactinomycetaceae (family)",0,0,1.26279929292501e-08,0,0
"0020: day 5 to 12",2,"0020","12277.FMT.0020C","12277.FMT.0020D",5,12,"Thermobaculaceae (family)",0,0,1.26279929292501e-08,0,0
"0020: day 5 to 12",2,"0020","12277.FMT.0020C","12277.FMT.0020D",5,12,"Thermus (genus)",0,0,3.78839787877504e-08,0,0
"0020: day 5 to 12",2,"0020","12277.FMT.0020C","12277.FMT.0020D",5,12,"Thiohalorhabdales (order)",0,0,2.52559858585003e-08,0,0
"0020: day 5 to 12",2,"0020","12277.FMT.0020C","12277.FMT.0020D",5,12,"Thiotrichaceae (family)",0,0,3.78839787877504e-08,0,0
"0020: day 5 to 12",2,"0020","12277.FMT.0020C","12277.FMT.0020D",5,12,"Trabulsiella (genus)",0,0,1.26279929292501e-08,0,0
"0020: day 5 to 12",2,"0020","12277.FMT.0020C","12277.FMT.0020D",5,12,"Treponema (genus)",0,0,1.13651936363251e-07,0,0
"0020: day 5 to 12",2,"0020","12277.FMT.0020C","12277.FMT.0020D",5,12,"Trichococcus (genus)",0,0,3.78839787877504e-08,0,0
"0020: day 5 to 12",2,"0020","12277.FMT.0020C","12277.FMT.0020D",5,12,"Tsukamurella (genus)",0,0,1.26279929292501e-08,0,0
"0020: day 5 to 12",2,"0020","12277.FMT.0020C","12277.FMT.0020D",5,12,"Turicibacter (genus)",0,0,1.13651936363251e-07,0,0
"0020: day 5 to 12",2,"0020","12277.FMT.0020C","12277.FMT.0020D",5,12,"Unclassified",0,0,5.05119717170006e-08,0,0
"0020: day 5 to 12",2,"0020","12277.FMT.0020C","12277.FMT.0020D",5,12,"Vagococcus (genus)",0,0,1.26279929292501e-08,0,0
"0020: day 5 to 12",2,"0020","12277.FMT.0020C","12277.FMT.0020D",5,12,"Varibaculum (genus)",0,0,1.26279929292501e-08,0,0
"0020: day 5 to 12",2,"0020","12277.FMT.0020C","12277.FMT.0020D",5,12,"Variovorax (genus)",0,0,2.52559858585003e-08,0,0
"0020: day 5 to 12",2,"0020","12277.FMT.0020C","12277.FMT.0020D",5,12,"Veillonella (genus)",0.0353373562790236,0,0.0343943036993706,0.000758822642233698,-0.0459526659224863
"0020: day 5 to 12",2,"0020","12277.FMT.0020C","12277.FMT.0020D",5,12,"Veillonellaceae (family)",0,0,3.28327816160504e-07,0,0
"0020: day 5 to 12",2,"0020","12277.FMT.0020C","12277.FMT.0020D",5,12,"Verrucomicrobiaceae (family)",0,0,2.52559858585003e-08,0,0
"0020: day 5 to 12",2,"0020","12277.FMT.0020C","12277.FMT.0020D",5,12,"Vibrio (genus)",0,0,1.26279929292501e-08,0,0
"0020: day 5 to 12",2,"0020","12277.FMT.0020C","12277.FMT.0020D",5,12,"Vogesella (genus)",0,0,1.26279929292501e-08,0,0
"0020: day 5 to 12",2,"0020","12277.FMT.0020C","12277.FMT.0020D",5,12,"WSA2 (family)",0,0,1.26279929292501e-08,0,0
"0020: day 5 to 12",2,"0020","12277.FMT.0020C","12277.FMT.0020D",5,12,"Weissella (genus)",0,0,2.52559858585003e-08,0,0
"0020: day 5 to 12",2,"0020","12277.FMT.0020C","12277.FMT.0020D",5,12,"Xanthomonadaceae (family)",0,0,2.52559858585003e-08,0,0
"0020: day 5 to 12",2,"0020","12277.FMT.0020C","12277.FMT.0020D",5,12,"Xenococcaceae (family)",0,0,1.26279929292501e-08,0,0
"0020: day 5 to 12",2,"0020","12277.FMT.0020C","12277.FMT.0020D",5,12,"YS2 (order)",0,0,2.52559858585003e-08,0,0
"0020: day 5 to 12",2,"0020","12277.FMT.0020C","12277.FMT.0020D",5,12,"[Barnesiellaceae] (family)",0,0,2.52559858585003e-08,0,0
"0020: day 5 to 12",2,"0020","12277.FMT.0020C","12277.FMT.0020D",5,12,"[Cerasicoccaceae] (family)",0,0,5.05119717170006e-08,0,0
"0020: day 5 to 12",2,"0020","12277.FMT.0020C","12277.FMT.0020D",5,12,"[Chthoniobacteraceae] (family)",0,0,3.78839787877504e-08,0,0
"0020: day 5 to 12",2,"0020","12277.FMT.0020C","12277.FMT.0020D",5,12,"[Coprobacillaceae] (family)",0.773547890436812,0,0.756815683686875,0.598261092819739,-0.0640254770858237
"0020: day 5 to 12",2,"0020","12277.FMT.0020C","12277.FMT.0020D",5,12,"[Eubacterium] (genus)",0.0292781047455859,0,0.028549603699257,0.000857207417493502,-0.0331962757371855
"0020: day 5 to 12",2,"0020","12277.FMT.0020C","12277.FMT.0020D",5,12,"[Paraprevotellaceae] (family)",0,0,2.52559858585003e-08,0,0
"0020: day 5 to 12",2,"0020","12277.FMT.0020C","12277.FMT.0020D",5,12,"[Pedosphaerales] (order)",0,0,5.05119717170006e-08,0,0
"0020: day 5 to 12",2,"0020","12277.FMT.0020C","12277.FMT.0020D",5,12,"[Prevotella] (genus)",0,0,1.51535915151002e-07,0,0
"0020: day 5 to 12",2,"0020","12277.FMT.0020C","12277.FMT.0020D",5,12,"[Ruminococcus] (genus)",0,0,2.27303872726503e-06,0,0
"0020: day 5 to 12",2,"0020","12277.FMT.0020C","12277.FMT.0020D",5,12,"[Saprospirales] (order)",0,0,2.52559858585003e-08,0,0
"0020: day 5 to 12",2,"0020","12277.FMT.0020C","12277.FMT.0020D",5,12,"[Weeksellaceae] (family)",0,0,5.05119717170006e-08,0,0
"0020: day 5 to 12",2,"0020","12277.FMT.0020C","12277.FMT.0020D",5,12,"auto67_4W (family)",0,0,2.52559858585003e-08,0,0
"0020: day 5 to 12",2,"0020","12277.FMT.0020C","12277.FMT.0020D",5,12,"cc_115 (genus)",0,0,5.05119717170006e-08,0,0
"0020: day 5 to 12",2,"0020","12277.FMT.0020C","12277.FMT.0020D",5,12,"iii1-15 (order)",0,0,6.31399646462507e-08,0,0
"0020: day 5 to 12",2,"0020","12277.FMT.0020C","12277.FMT.0020D",5,12,"mitochondria (family)",0,0,4.79863731311505e-07,0,0
"0020: day 5 to 12",2,"0020","12277.FMT.0020C","12277.FMT.0020D",5,12,"p-75-a5 (genus)",0,0,1.26279929292501e-08,0,0
"0020: day 61 to 90",5,"0020","12277.FMT.0020H","12277.FMT.0020I",61,90,"01D2Z36 (family)",0,0,2.52460716181835e-08,0,0
"0020: day 61 to 90",5,"0020","12277.FMT.0020H","12277.FMT.0020I",61,90,"0319-7L14 (order)",0,0,5.0492143236367e-08,0,0
"0020: day 61 to 90",5,"0020","12277.FMT.0020H","12277.FMT.0020I",61,90,"258ds10 (order)",0,0,5.0492143236367e-08,0,0
"0020: day 61 to 90",5,"0020","12277.FMT.0020H","12277.FMT.0020I",61,90,"32-20 (order)",0,0,5.0492143236367e-08,0,0
"0020: day 61 to 90",5,"0020","12277.FMT.0020H","12277.FMT.0020I",61,90,"A17 (genus)",0,0,2.52460716181835e-08,0,0
"0020: day 61 to 90",5,"0020","12277.FMT.0020H","12277.FMT.0020I",61,90,"A4b (family)",0,0,1.26230358090918e-07,0,0
"0020: day 61 to 90",5,"0020","12277.FMT.0020H","12277.FMT.0020I",61,90,"Abiotrophia (genus)",0,0,2.52460716181835e-08,0,0
"0020: day 61 to 90",5,"0020","12277.FMT.0020H","12277.FMT.0020I",61,90,"Acetobacter (genus)",0,0,2.52460716181835e-08,0,0
"0020: day 61 to 90",5,"0020","12277.FMT.0020H","12277.FMT.0020I",61,90,"Acetobacteraceae (family)",0,0,7.57382148545506e-08,0,0
"0020: day 61 to 90",5,"0020","12277.FMT.0020H","12277.FMT.0020I",61,90,"Acholeplasma (genus)",0,0,5.0492143236367e-08,0,0
"0020: day 61 to 90",5,"0020","12277.FMT.0020H","12277.FMT.0020I",61,90,"Achromobacter (genus)",0,0,5.0492143236367e-08,0,0
"0020: day 61 to 90",5,"0020","12277.FMT.0020H","12277.FMT.0020I",61,90,"Acidaminococcus (genus)",0,0,2.52460716181835e-08,0,0
"0020: day 61 to 90",5,"0020","12277.FMT.0020H","12277.FMT.0020I",61,90,"Acidimicrobiales (order)",0,0,5.0492143236367e-08,0,0
"0020: day 61 to 90",5,"0020","12277.FMT.0020H","12277.FMT.0020I",61,90,"Acidobacteria (phylum)",0,0,2.52460716181835e-08,0,0
"0020: day 61 to 90",5,"0020","12277.FMT.0020H","12277.FMT.0020I",61,90,"Acidobacteriaceae (family)",0,0,2.52460716181835e-08,0,0
"0020: day 61 to 90",5,"0020","12277.FMT.0020H","12277.FMT.0020I",61,90,"Acinetobacter (genus)",0,0,2.52460716181835e-07,0,0
"0020: day 61 to 90",5,"0020","12277.FMT.0020H","12277.FMT.0020I",61,90,"Actinobacillus (genus)",0,0,2.52460716181835e-08,0,0
"0020: day 61 to 90",5,"0020","12277.FMT.0020H","12277.FMT.0020I",61,90,"Actinobaculum (genus)",0,0,5.0492143236367e-08,0,0
"0020: day 61 to 90",5,"0020","12277.FMT.0020H","12277.FMT.0020I",61,90,"Actinomyces (genus)",0.00325311757100555,0.000141173148867085,0.00278642821334318,6.52733527607492e-06,-0.00407359107186436
"0020: day 61 to 90",5,"0020","12277.FMT.0020H","12277.FMT.0020I",61,90,"Actinomycetaceae (family)",8.34132710514243e-05,0.000141173148867085,-4.95555166390876e-05,-1.29720841735499e-08,9.91533254669367e-05
"0020: day 61 to 90",5,"0020","12277.FMT.0020H","12277.FMT.0020I",61,90,"Actinomycetales (order)",0,0,2.27214644563652e-07,0,0
"0020: day 61 to 90",5,"0020","12277.FMT.0020H","12277.FMT.0020I",61,90,"Actinopolysporaceae (family)",0,0,2.52460716181835e-08,0,0
"0020: day 61 to 90",5,"0020","12277.FMT.0020H","12277.FMT.0020I",61,90,"Adlercreutzia (genus)",0,0,2.27214644563652e-07,0,0
"0020: day 61 to 90",5,"0020","12277.FMT.0020H","12277.FMT.0020I",61,90,"Aerococcaceae (family)",0,0,1.00984286472734e-07,0,0
"0020: day 61 to 90",5,"0020","12277.FMT.0020H","12277.FMT.0020I",61,90,"Aerococcus (genus)",0,0,1.26230358090918e-07,0,0
"0020: day 61 to 90",5,"0020","12277.FMT.0020H","12277.FMT.0020I",61,90,"Aeromicrobium (genus)",0,0,5.0492143236367e-08,0,0
"0020: day 61 to 90",5,"0020","12277.FMT.0020H","12277.FMT.0020I",61,90,"Aeromonadaceae (family)",0,0,2.52460716181835e-08,0,0
"0020: day 61 to 90",5,"0020","12277.FMT.0020H","12277.FMT.0020I",61,90,"Afifella (genus)",0,0,2.52460716181835e-08,0,0
"0020: day 61 to 90",5,"0020","12277.FMT.0020H","12277.FMT.0020I",61,90,"Aggregatibacter (genus)",0,0,1.00984286472734e-07,0,0
"0020: day 61 to 90",5,"0020","12277.FMT.0020H","12277.FMT.0020I",61,90,"Agrobacterium (genus)",0,0,1.00984286472734e-07,0,0
"0020: day 61 to 90",5,"0020","12277.FMT.0020H","12277.FMT.0020I",61,90,"Agromyces (genus)",0,0,2.52460716181835e-08,0,0
"0020: day 61 to 90",5,"0020","12277.FMT.0020H","12277.FMT.0020I",61,90,"Akkermansia (genus)",0.000125119906577136,0.0591515493753088,-0.0546042847092319,-0.00349889013850857,0.035184891751098
"0020: day 61 to 90",5,"0020","12277.FMT.0020H","12277.FMT.0020I",61,90,"Alcaligenaceae (family)",0,0,2.52460716181835e-08,0,0
"0020: day 61 to 90",5,"0020","12277.FMT.0020H","12277.FMT.0020I",61,90,"Alicyclobacillus (genus)",0,0,2.52460716181835e-08,0,0
"0020: day 61 to 90",5,"0020","12277.FMT.0020H","12277.FMT.0020I",61,90,"Allobaculum (genus)",8.34132710514243e-05,0,6.2967921080407e-05,6.95777378749838e-09,-0.000165910107093769
"0020: day 61 to 90",5,"0020","12277.FMT.0020H","12277.FMT.0020I",61,90,"Alloiococcus (genus)",0,0,2.52460716181835e-08,0,0
"0020: day 61 to 90",5,"0020","12277.FMT.0020H","12277.FMT.0020I",61,90,"Anaerobacillus (genus)",0,0,2.77706787800019e-07,0,0
"0020: day 61 to 90",5,"0020","12277.FMT.0020H","12277.FMT.0020I",61,90,"Anaerobrancaceae (family)",0,0,2.52460716181835e-08,0,0
"0020: day 61 to 90",5,"0020","12277.FMT.0020H","12277.FMT.0020I",61,90,"Anaerococcus (genus)",0,0.000564692595468342,-0.00045976347034968,-1.1957914776629e-07,0.00101880598658408
"0020: day 61 to 90",5,"0020","12277.FMT.0020H","12277.FMT.0020I",61,90,"Anaerofilum (genus)",0,0,2.52460716181835e-08,0,0
"0020: day 61 to 90",5,"0020","12277.FMT.0020H","12277.FMT.0020I",61,90,"Anaeroplasma (genus)",0,0,2.52460716181835e-08,0,0
"0020: day 61 to 90",5,"0020","12277.FMT.0020H","12277.FMT.0020I",61,90,"Anaerostipes (genus)",8.34132710514243e-05,0,6.29931671520252e-05,6.95777378749838e-09,-0.000165910107093769
"0020: day 61 to 90",5,"0020","12277.FMT.0020H","12277.FMT.0020I",61,90,"Anaerotruncus (genus)",0.000667306168411394,0.000423519446601256,0.000217051908215739,2.65928800750461e-07,-0.000336753514158697
"0020: day 61 to 90",5,"0020","12277.FMT.0020H","12277.FMT.0020I",61,90,"Anoxybacillus (genus)",0,0,7.57382148545506e-08,0,0
"0020: day 61 to 90",5,"0020","12277.FMT.0020H","12277.FMT.0020I",61,90,"Aquicella (genus)",0,0,5.0492143236367e-08,0,0
"0020: day 61 to 90",5,"0020","12277.FMT.0020H","12277.FMT.0020I",61,90,"Arcanobacterium (genus)",0,0,7.57382148545506e-08,0,0
"0020: day 61 to 90",5,"0020","12277.FMT.0020H","12277.FMT.0020I",61,90,"Arctic97B-4 (order)",0,0,2.52460716181835e-08,0,0
"0020: day 61 to 90",5,"0020","12277.FMT.0020H","12277.FMT.0020I",61,90,"Arthrobacter (genus)",0,0,5.0492143236367e-08,0,0
