"method","MethodLabel","Taxon","target_layer","lda_score","significant","total_count","prevalence_n","prevalence_fraction","mean_relative_abundance","Kingdom","Phylum","Class","Order","Family","Genus"
"LEfSe","LEfSe","EF574119.1.1500","MES",-3.27397424017747,TRUE,12295,149,0.861271676300578,0.00323309606574637,"Bacteria","Marinimicrobia",NA,NA,NA,NA
"LEfSe","LEfSe","EF575320.1.1526","MES",-3.2471593503665,TRUE,13317,134,0.774566473988439,0.00314521946218977,"Bacteria","Marinimicrobia",NA,NA,NA,NA
"LEfSe","LEfSe","EU394547.1.1451","MES",-3.2379112464015,TRUE,17252,160,0.92485549132948,0.00418421396587467,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","AEGEAN-169"
"LEfSe","LEfSe","AACY023938218.20.1535","MES",-3.22822393831763,TRUE,12871,121,0.699421965317919,0.00285791501804094,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Oceanospirillaceae","Pseudohongiella"
"LEfSe","LEfSe","AACY020552977.734.2233","MES",-3.22694387791354,TRUE,12464,126,0.728323699421965,0.00294828543722664,"Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Flammeovirgaceae","Marinoscillum"
"LEfSe","LEfSe","EF572465.1.1526","MES",-3.21743994345775,TRUE,12054,120,0.69364161849711,0.00280340383275556,"Bacteria","Marinimicrobia",NA,NA,NA,NA
"LEfSe","LEfSe","AY664083.1.1206","MES",-3.19771302472868,TRUE,12142,138,0.797687861271676,0.00283549207773163,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"LEfSe","LEfSe","AACY020458202.2977.4452","MES",-3.14419037251031,TRUE,10589,97,0.560693641618497,0.0031783728750541,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","AEGEAN-169"
"LEfSe","LEfSe","FQ032830.13921.15433","MES",-3.14251910413429,TRUE,11069,125,0.722543352601156,0.00315137128475423,"Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Flammeovirgaceae","Marinoscillum"
"LEfSe","LEfSe","ARQS01000006.32216.33723","MES",-3.12808797901234,TRUE,9110,92,0.531791907514451,0.00212644991619684,"Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales","OM1",NA
"LEfSe","LEfSe","EU802893.1.1441","MES",-3.12215421599906,TRUE,8822,133,0.76878612716763,0.00223313252254423,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"LEfSe","LEfSe","CENW01079310.791.2252","MES",-3.11282333604754,TRUE,10148,122,0.705202312138728,0.00233035358538507,"Archaea","Euryarchaeota","Thermoplasmata","Thermoplasmatales","Marine",NA
"LEfSe","LEfSe","JX441570.1.1481","MES",-3.10956748721403,TRUE,10317,93,0.53757225433526,0.00216674675186398,"Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales","OM1",NA
"LEfSe","LEfSe","FQ032825.6410.7925","MES",-3.10398530823271,TRUE,8749,120,0.69364161849711,0.00222204001209275,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","NS9",NA
"LEfSe","LEfSe","KJ589849.1.1438","MES",-3.09891375413961,TRUE,9313,67,0.38728323699422,0.00213369035913721,"Bacteria","Cyanobacteria","Cyanobacteria","SubsectionI","FamilyI","Prochlorococcus"
"LEfSe","LEfSe","EU802712.1.1374","MES",-3.09120274595014,TRUE,8737,130,0.751445086705202,0.00216605455302369,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"LEfSe","LEfSe","AACY020563509.792.2305","MES",-3.09084914241547,TRUE,9559,100,0.578034682080925,0.00212208763355427,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","SAR86",NA
"LEfSe","LEfSe","EU802698.1.1448","MES",-3.09043513384647,TRUE,8634,102,0.589595375722543,0.00214057293771243,"Bacteria","Cyanobacteria","Cyanobacteria","SubsectionI","FamilyI","Prochlorococcus"
"LEfSe","LEfSe","EU800035.1.1517","MES",-3.08811537913167,TRUE,9110,121,0.699421965317919,0.00230198027476655,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","SAR86",NA
"LEfSe","LEfSe","CETY01181057.5603.7083","MES",-3.07317104761627,TRUE,9625,115,0.664739884393064,0.00211250353893296,"Bacteria","Chloroflexi","SAR202",NA,NA,NA
"LEfSe","LEfSe","KF620996.1.1754","MES",-3.0710311853596,TRUE,12035,103,0.595375722543353,0.00267616487501049,"Eukaryota","Haptophyta","Prymnesiophyceae","Phaeocystis","uncultured",NA
"LEfSe","LEfSe","AACY020555764.489.1966","MES",-3.06484975501671,TRUE,7838,129,0.745664739884393,0.00192798906691382,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","PS1",NA
"LEfSe","LEfSe","EU802966.1.1361","MES",-3.0648130522493,TRUE,11310,138,0.797687861271676,0.00269887351806557,"Bacteria","Cyanobacteria","Cyanobacteria","SubsectionI","FamilyI","Prochlorococcus"
"LEfSe","LEfSe","JQ196866.1.1318","MES",-3.0638593576146,TRUE,7330,108,0.624277456647399,0.00193732833614875,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"LEfSe","LEfSe","EU010164.1.1471","MES",-3.06342116610955,TRUE,6729,106,0.61271676300578,0.0019037513767113,"Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria",NA,NA
"LEfSe","LEfSe","AACY020555882.2572.4023","MES",-3.05915448302954,TRUE,7331,119,0.687861271676301,0.00195339931900321,"Archaea","Euryarchaeota","Thermoplasmata","Thermoplasmatales","Marine",NA
"LEfSe","LEfSe","EU800386.1.1439","MES",-3.04865072556617,TRUE,6969,136,0.786127167630058,0.00183823732231877,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"LEfSe","LEfSe","AACY020075636.150.1670","MES",-3.04719454227449,TRUE,8087,113,0.653179190751445,0.0019423654124717,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","JTB255",NA
"LEfSe","LEfSe","CEVN01004417.103.1645","MES",-3.04703582386758,TRUE,7564,108,0.624277456647399,0.00181550717550722,"Bacteria","Marinimicrobia",NA,NA,NA,NA
"LEfSe","LEfSe","AB974045.1.1460","MES",-3.04426560228568,TRUE,7572,112,0.647398843930636,0.00180105277831298,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","SAR86",NA
"LEfSe","LEfSe","KT361250.1.1415","MES",-3.04322126306688,TRUE,7321,116,0.670520231213873,0.00188285527145994,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"LEfSe","LEfSe","KP899713.18557.20045","MES",-3.0429252143015,TRUE,6494,90,0.520231213872832,0.00182554581590639,"Bacteria","Cyanobacteria","Chloroplast","Teleaulax",NA,NA
"LEfSe","LEfSe","EU799440.1.1451","MES",-3.03570787120384,TRUE,7843,128,0.739884393063584,0.00182685960355764,"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","SAR116",NA
"LEfSe","LEfSe","EU802530.1.1389","MES",-3.03270440113212,TRUE,7398,149,0.861271676300578,0.00189221030226683,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"LEfSe","LEfSe","HQ673091.1.1450","MES",-3.01669720369476,TRUE,10670,136,0.786127167630058,0.00238753433225556,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"LEfSe","LEfSe","HQ166782.1.1220","MES",-3.01072934239465,TRUE,8954,171,0.988439306358382,0.00227943024659266,"Bacteria","Proteobacteria","Gammaproteobacteria","Thiotrichales","Piscirickettsiaceae","Methylophaga"
"LEfSe","LEfSe","CETL01008668.1700.3193","MES",-3.00039618350872,TRUE,6670,103,0.595375722543353,0.0016482877603693,"Bacteria","SBR1093","marine",NA,NA,NA
"LEfSe","LEfSe","AB974050.1.1460","MES",-2.9999403365353,TRUE,7864,120,0.69364161849711,0.00172505199386125,"Bacteria","Marinimicrobia",NA,NA,NA,NA
"LEfSe","LEfSe","EF572586.1.1452","MES",-2.99430077239908,TRUE,6685,154,0.890173410404624,0.00175164784879412,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","PS1",NA
"LEfSe","LEfSe","AB974040.1.1450","MES",-2.98766039229856,TRUE,8074,98,0.566473988439306,0.00185076052763744,"Bacteria","Proteobacteria","Gammaproteobacteria","Salinisphaerales","Salinisphaeraceae","ZD0417"
"LEfSe","LEfSe","AY923007.1.1504","MES",-2.98361170614396,TRUE,7407,94,0.543352601156069,0.00162653110192947,"Bacteria","Proteobacteria","Gammaproteobacteria","Salinisphaerales","Salinisphaeraceae","ZD0417"
"LEfSe","LEfSe","AACY023859826.38.1493","MES",-2.96996778034046,TRUE,5828,144,0.832369942196532,0.00157762677474695,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"LEfSe","LEfSe","CEUZ01010325.1777.3280","MES",-2.96847404587476,TRUE,6512,101,0.583815028901734,0.00154163869076852,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","SAR86",NA
"LEfSe","LEfSe","KC002117.1.1316","MES",-2.96215224335907,TRUE,6869,134,0.774566473988439,0.00164141012825899,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","AEGEAN-169"
"LEfSe","LEfSe","EF572131.1.1247","MES",-2.95310372403358,TRUE,6164,117,0.676300578034682,0.00152443231834181,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"LEfSe","LEfSe","EU802606.1.1200","MES",-2.95239849292686,TRUE,6218,147,0.84971098265896,0.00155775903647891,"Bacteria","Marinimicrobia",NA,NA,NA,NA
"LEfSe","LEfSe","AB973992.1.1343","MES",-2.9476544383941,TRUE,6858,118,0.682080924855491,0.00159170103050563,"Archaea","Euryarchaeota","Thermoplasmata","Thermoplasmatales","Marine",NA
"LEfSe","LEfSe","CEUG01005162.8.1555","MES",-2.92408509724852,TRUE,6413,98,0.566473988439306,0.00143489147108946,"Bacteria","Verrucomicrobia","Arctic97B-4",NA,NA,NA
"LEfSe","LEfSe","EU795094.11172.12675","MES",-2.92362914205455,TRUE,8408,144,0.832369942196532,0.00231240142539761,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","NS9",NA
"LEfSe","LEfSe","GU061789.1.1436","MES",-2.92095189368164,TRUE,7804,129,0.745664739884393,0.0017294268219146,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"LEfSe","LEfSe","EU804972.1.1449","MES",-2.90169576208069,TRUE,5632,112,0.647398843930636,0.00135380140187241,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"LEfSe","LEfSe","EF574040.1.1487","MES",-2.89670946687673,TRUE,4906,99,0.572254335260116,0.00135634342340705,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","SAR86",NA
"LEfSe","LEfSe","EF573332.1.1428","MES",-2.89394368240433,TRUE,5811,147,0.84971098265896,0.00147035653441615,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","uncultured"
"LEfSe","LEfSe","AACY020371335.89.1595","MES",-2.88779672663653,TRUE,4823,85,0.491329479768786,0.00130757199044772,"Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria",NA,NA
"LEfSe","LEfSe","EU805172.1.1447","MES",-2.88344759238981,TRUE,6036,133,0.76878612716763,0.00145401335800612,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"LEfSe","LEfSe","CEPL01012082.5399.6749","MES",-2.8818521424057,TRUE,4667,92,0.531791907514451,0.00124541193926625,"Archaea","Euryarchaeota","Thermoplasmata","Thermoplasmatales","Marine",NA
"LEfSe","LEfSe","AACY020545456.443.1983","MES",-2.87335119785058,TRUE,5327,136,0.786127167630058,0.00138785077013044,"Bacteria","Marinimicrobia",NA,NA,NA,NA
"LEfSe","LEfSe","AACY020487638.121.1594","MES",-2.86971286375909,TRUE,4064,89,0.514450867052023,0.00122089046836209,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","AEGEAN-169"
"LEfSe","LEfSe","AB199887.1.1217","MES",-2.86563347908461,TRUE,4641,122,0.705202312138728,0.00118707882932244,"Bacteria","Cyanobacteria","Chloroplast","Phalacroma",NA,NA
"LEfSe","LEfSe","AFXB01000010.558617.560090","MES",-2.86221273585061,TRUE,3948,95,0.549132947976879,0.00116823725955658,"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","SAR116",NA
"LEfSe","LEfSe","EU802502.1.1451","MES",-2.85884626066598,TRUE,5074,120,0.69364161849711,0.00125020016413735,"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","SAR116",NA
"LEfSe","LEfSe","AM747314.1.1270","MES",-2.85743795290284,TRUE,4528,120,0.69364161849711,0.00116036609023291,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"LEfSe","LEfSe","EF574651.1.1468","MES",-2.85514141168556,TRUE,3969,102,0.589595375722543,0.00115082046015583,"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","S25-593","uncultured"
"LEfSe","LEfSe","AACY020273010.4139.5621","MES",-2.84790286218328,TRUE,5562,108,0.624277456647399,0.00121740529897786,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","uncultured"
"LEfSe","LEfSe","LURN01000019.4268.5790","MES",-2.83959371642084,TRUE,5234,102,0.589595375722543,0.0011941521228704,"Bacteria","Proteobacteria","Gammaproteobacteria","Salinisphaerales","Salinisphaeraceae","ZD0417"
"LEfSe","LEfSe","JQ199440.1.1360","MES",-2.83209512422646,TRUE,4556,108,0.624277456647399,0.00111787424733312,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","NS5"
"LEfSe","LEfSe","AACY020288370.770.2267","MES",-2.82708961816421,TRUE,4641,77,0.445086705202312,0.00115185712312428,"Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales","Sva0996",NA
"LEfSe","LEfSe","GU940917.1.1359","MES",-2.8261896033212,TRUE,4445,109,0.630057803468208,0.00109935908652755,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","AEGEAN-169"
"LEfSe","LEfSe","EU805199.1.1426","MES",-2.82171446842565,TRUE,4891,107,0.61849710982659,0.00110582973025432,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","uncultured"
"LEfSe","LEfSe","AACY020490277.719.2228","MES",-2.81991722771566,TRUE,4148,106,0.61271676300578,0.00106929443551527,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","NS5"
"LEfSe","LEfSe","AACY020393406.361.1862","MES",-2.81800659532866,TRUE,4591,75,0.433526011560694,0.00103096985841973,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","SAR86",NA
"LEfSe","LEfSe","JQ198482.1.1333","MES",-2.81546117671035,TRUE,3914,95,0.549132947976879,0.00105460044714694,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","AEGEAN-169"
"LEfSe","LEfSe","KC294917.1.1374","MES",-2.80923087706046,TRUE,4279,122,0.705202312138728,0.00109636005788718,"Bacteria","Proteobacteria","Gammaproteobacteria","uncultured","uncultured",NA
"LEfSe","LEfSe","EU804211.1.1439","MES",-2.80487468911064,TRUE,4653,150,0.867052023121387,0.00114690218333583,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"LEfSe","LEfSe","EU802984.1.1440","MES",-2.80338206111271,TRUE,4121,114,0.658959537572254,0.00106022963882277,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"LEfSe","LEfSe","KC872791.1.1339","MES",-2.80228698238235,TRUE,3442,102,0.589595375722543,0.00105084842005683,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","AEGEAN-169"
"LEfSe","LEfSe","AACY020276549.377.1886","MES",-2.79728685878771,TRUE,5231,112,0.647398843930636,0.00110902875910389,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","NS5"
"LEfSe","LEfSe","EU802319.1.1452","MES",-2.78923454279108,TRUE,5033,89,0.514450867052023,0.00105263608518235,"Bacteria","Cyanobacteria","Cyanobacteria","SubsectionI","FamilyI","Prochlorococcus"
"LEfSe","LEfSe","EU802629.1.1246","MES",-2.78779344839713,TRUE,4372,114,0.658959537572254,0.00106516440810473,"Bacteria","Chloroflexi","SAR202",NA,NA,NA
"LEfSe","LEfSe","FN433375.1.1492","MES",-2.78677490499473,TRUE,5242,90,0.520231213872832,0.00168360732367957,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","NS5"
"LEfSe","LEfSe","GU061386.1.1471","MES",-2.78550692608188,TRUE,4527,106,0.61271676300578,0.00101340261879112,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","SAR86",NA
"LEfSe","LEfSe","AF406542.1.1403","MES",-2.78254938706012,TRUE,5083,101,0.583815028901734,0.00107752662036043,"Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales","OM1",NA
"LEfSe","LEfSe","CEWK01036184.8.1486","MES",-2.78210470056745,TRUE,4214,95,0.549132947976879,0.000969427594260231,"Bacteria","Chloroflexi","SAR202",NA,NA,NA
"LEfSe","LEfSe","GU940748.1.1341","MES",-2.77986934665312,TRUE,4050,127,0.734104046242775,0.00104038377332303,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"LEfSe","LEfSe","FN433426.1.1497","MES",-2.77870569281989,TRUE,4290,123,0.710982658959538,0.0010227026539478,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","NS5"
"LEfSe","LEfSe","EF573707.1.1499","MES",-2.77744794653524,TRUE,4482,95,0.549132947976879,0.00103456620649424,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","NS4"
"LEfSe","LEfSe","EF573122.1.1485","MES",-2.77563768808113,TRUE,4489,124,0.716763005780347,0.00125059188598666,"Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Flammeovirgaceae","Marinoscillum"
"LEfSe","LEfSe","GU061719.1.1483","MES",-2.77394950902227,TRUE,3398,93,0.53757225433526,0.000952680730316415,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","SAR86",NA
"LEfSe","LEfSe","EF572280.1.1488","MES",-2.77306336140931,TRUE,4055,127,0.734104046242775,0.0010173562478212,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae","uncultured"
"LEfSe","LEfSe","FJ826218.1.1429","MES",-2.77135821562463,TRUE,3514,51,0.294797687861272,0.00092875249754189,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Loktanella"
"LEfSe","LEfSe","AY907754.1.1353","MES",-2.76961485190237,TRUE,4685,108,0.624277456647399,0.00103638962804958,"Bacteria","Proteobacteria","Gammaproteobacteria","KI89A",NA,NA
"LEfSe","LEfSe","AB847985.1.1376","MES",-2.7593336828667,TRUE,3520,49,0.283236994219653,0.000949111049780529,"Bacteria","Cyanobacteria","Chloroplast","Braarudosphaera",NA,NA
"LEfSe","LEfSe","AACY020398456.2130.3630","MES",-2.74930358881639,TRUE,3516,87,0.502890173410405,0.000916530211856977,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","SAR86",NA
"LEfSe","LEfSe","KC874108.1.1409","MES",-2.74382425842194,TRUE,3843,107,0.61849710982659,0.000910526275351985,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","SAR86",NA
"LEfSe","LEfSe","KF285522.66013.67582","MES",-2.74285716269359,TRUE,3566,54,0.312138728323699,0.000864927201162334,"Bacteria","Cyanobacteria","Chloroplast","Ostreococcus",NA,NA
"LEfSe","LEfSe","FR683217.1.1443","MES",-2.74221444901388,TRUE,3667,85,0.491329479768786,0.00104636149338761,"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","SAR116",NA
"LEfSe","LEfSe","EU804945.1.1525","MES",-2.74129769839063,TRUE,3802,106,0.61271676300578,0.0010023073646962,"Bacteria","Marinimicrobia",NA,NA,NA,NA
"LEfSe","LEfSe","EU802437.1.1387","MES",-2.73944176848742,TRUE,3826,122,0.705202312138728,0.000905212399539979,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","SAR86",NA
"LEfSe","LEfSe","JN985934.1.1448","MES",-2.73794898084011,TRUE,3456,111,0.641618497109827,0.000892063869202732,"Bacteria","Cyanobacteria","Chloroplast","uncultured",NA,NA
"LEfSe","LEfSe","EF573530.1.1489","MES",-2.73774004704263,TRUE,3357,108,0.624277456647399,0.000918099487069977,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","NS9",NA
"LEfSe","LEfSe","AACY020551516.3485.4953","MES",-2.73747452911799,TRUE,3553,79,0.456647398843931,0.00114667292890161,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"LEfSe","LEfSe","EF573197.1.1498","MES",-2.73549948035303,TRUE,3413,112,0.647398843930636,0.000892224525026219,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"LEfSe","LEfSe","JN547476.1.1428","MES",-2.7319531390171,TRUE,5213,130,0.751445086705202,0.00124899450336691,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"LEfSe","LEfSe","JX525522.1.1435","MES",-2.72818218754864,TRUE,3786,96,0.554913294797688,0.00086697590381626,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","SAR86",NA
"LEfSe","LEfSe","AACY020518560.687.2227","MES",-2.72468177150875,TRUE,3940,128,0.739884393063584,0.000905712341913818,"Bacteria","Marinimicrobia",NA,NA,NA,NA
"LEfSe","LEfSe","EF572745.1.1469","MES",-2.72184545070571,TRUE,3654,106,0.61271676300578,0.000891525779181383,"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","S25-593","uncultured"
"LEfSe","LEfSe","EF573025.1.1502","MES",-2.71996763598392,TRUE,3487,89,0.514450867052023,0.000895124104129951,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","NS4"
"LEfSe","LEfSe","EU802743.1.1440","MES",-2.71946078457891,TRUE,5186,169,0.976878612716763,0.00126635522812186,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"LEfSe","LEfSe","EU802443.1.1439","MES",-2.71769420565504,TRUE,3587,124,0.716763005780347,0.000897297503379811,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"LEfSe","LEfSe","JN986160.1.1465","MES",-2.71598893549371,TRUE,3811,82,0.473988439306358,0.000895503311450206,"Bacteria","Cyanobacteria","Chloroplast","uncultured",NA,NA
"LEfSe","LEfSe","EU804534.1.1444","MES",-2.71549439247765,TRUE,3977,130,0.751445086705202,0.000985025647254372,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"LEfSe","LEfSe","JN986495.1.1452","MES",-2.71311005972082,TRUE,3989,123,0.710982658959538,0.000991862634720343,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"LEfSe","LEfSe","EU804682.1.1439","MES",-2.7114103734579,TRUE,3390,125,0.722543352601156,0.000865672674557551,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"LEfSe","LEfSe","FN433412.1.1496","MES",-2.71021501852115,TRUE,3819,93,0.53757225433526,0.000816320173611072,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","NS4"
"LEfSe","LEfSe","AM747382.1.1283","MES",-2.70272545643376,TRUE,2815,70,0.404624277456647,0.00081180094650144,"Bacteria","Cyanobacteria","Chloroplast","uncultured",NA,NA
"LEfSe","LEfSe","LUQC01000010.1162.2580","MES",-2.7026706165399,TRUE,3570,111,0.641618497109827,0.000865858784386746,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","NS5"
"LEfSe","LEfSe","EF575111.1.1464","MES",-2.700866155721,TRUE,3138,102,0.589595375722543,0.000840328489418062,"Bacteria","Proteobacteria","Deltaproteobacteria","SAR324",NA,NA
"LEfSe","LEfSe","AACY020553861.2031.3562","MES",-2.70008642372014,TRUE,3291,61,0.352601156069364,0.000860758442260007,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","SAR86",NA
"LEfSe","LEfSe","JQ062856.1.1462","MES",-2.69940161304573,TRUE,3549,94,0.543352601156069,0.000808949797974984,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","PS1",NA
"LEfSe","LEfSe","EF572712.1.1450","MES",-2.69739482267296,TRUE,3261,129,0.745664739884393,0.000842302058688689,"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","SAR116",NA
"LEfSe","LEfSe","AB974068.1.1440","MES",-2.69615757390139,TRUE,3091,87,0.502890173410405,0.000803313071519423,"Bacteria","Proteobacteria","Gammaproteobacteria","KI89A",NA,NA
"LEfSe","LEfSe","FR685392.1.1449","MES",-2.69559560322036,TRUE,3382,78,0.450867052023121,0.000848829095592041,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"LEfSe","LEfSe","EF573121.1.1476","MES",-2.68914894656989,TRUE,3235,120,0.69364161849711,0.00080710584684195,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"LEfSe","LEfSe","EU803136.1.1458","MES",-2.68182433517224,TRUE,2690,88,0.508670520231214,0.000794450822597032,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","SAR86",NA
"LEfSe","LEfSe","EF572866.1.1525","MES",-2.67873806693639,TRUE,3628,118,0.682080924855491,0.000871149677444779,"Bacteria","Marinimicrobia",NA,NA,NA,NA
"LEfSe","LEfSe","EF575285.1.1465","MES",-2.67729070809055,TRUE,3179,102,0.589595375722543,0.000799412159024254,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","OM75"
"LEfSe","LEfSe","KC811143.18830.20338","MES",-2.67526001141629,TRUE,3307,71,0.410404624277457,0.000766355879820985,"Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales","OM1",NA
"LEfSe","LEfSe","HQ241995.1.1360","MES",-2.674948981663,TRUE,3037,107,0.61849710982659,0.00075407741312511,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","NS5"
"LEfSe","LEfSe","EU795175.18550.20063","MES",-2.67435112737295,TRUE,3350,108,0.624277456647399,0.000839936854181359,"Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Porticoccaceae","SAR92"
"LEfSe","LEfSe","EU802656.1.1455","MES",-2.67354195146975,TRUE,5082,130,0.751445086705202,0.00120000959167454,"Bacteria","Cyanobacteria","Cyanobacteria","SubsectionI","FamilyI","Prochlorococcus"
"LEfSe","LEfSe","EU803000.1.1308","MES",-2.67103663014365,TRUE,3115,135,0.780346820809249,0.00080900638601498,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","uncultured"
"LEfSe","LEfSe","AACY020259437.2024.3522","MES",-2.67009145763165,TRUE,2615,77,0.445086705202312,0.000818479389563665,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae","uncultured"
